143,POP_CULTURE,<p>En mi comunidad escolar^ a muchas personas les gusta usar ropa holgada como camisetas y pantalones deportivos. A los niños les gusta usar zapatillas de deporte caras y pantalones cortos deportivos^ mientras que a las niñas les gusta usar camisas reveladoras o camisas grandes que les lleguen hasta las rodillas. A todo el mundo le gusta llevar ropa de marcas como Nike^ Adidas^ y Urban Outfitters. Lo que la gente usa en la escuela suele ser lo que usa fuera de la escuela^ porque nuestra escuela no tiene un código de vestimenta. A la gente también le gusta usar ropa de sus equipos deportivos escolars para mostrar orgullo por los equipos.En mi comunidad^ hay un área con muchas tiendas y comercios^ como Starbucks^ CVS^ y Whole Foods. A muchas personas les gusta ir a comer y relajarse juntas por eso. Una vez^ fui allÍ para comprar una tarjeta de regalo para mi amigo en CVS después de la escuela. Tuve que caminar unos 30 minutos desde mi escuela hasta el área. Sin embargo^ antes de llegar a CVS^ vi a mi amigo de cerca^ así que le dije hola y hablamos un rato. Debido a esto^ mi amigo me acompañó  luego ambos fuimos a Starbucks a tomar una copa. Incluso fuimos al parque cercano despuès^ donde usamos los columpios y corrimos. Fue un dÍa divertido y tomamos muchas fotos en la area antes de decidir ir a casa y llamar a nuestros padres para que nos recogieran. </p>,B2,3735753,52,L4767589,A group of exchange students from Mexico is coming to your school. They want to understand the trends that are currently popular in your school.Write a blog post in Spanish about what is popular in your school and community. In two well-developed^ organized paragraphs^ be sure to address the following topics:	Describe the current clothing trends in your school community. Write about what is popular for students to wear both in and outside of school.	Many communities have places where young people like to get together. Think of a place like this in your community. Tell a story about a time when you or someone you know spent time there and describe everything that happened from beginning to end.,A,1,A,A-MM,4294,,,,2021-06-30,1-A-M+
144,POP_CULTURE,<p>Las cosas más populares incluye la ropa. Los jovenes ahora le encanta la ropa 'thrifted'^ esto significa que la ropa que son de tiendas que venden rope usada son muy populares. Tambien le gusta la rope floja con pantalones de lona que son mas flojos abajo con una a camisa floja de un color. Los colores oscuros como negro^ grís^ cafés^ y morado es muy popular en los estilos de ropa. Zapatos de las companías de Nike y Jordans son muy populares. Igual en las escuelas es más comodo ponerse ropa floja.</p><p>Un lugar donde jovenes se reúnen es un río al lado de la escuela. Este río es largo y gente siempre llega a nadar o pasar tiempo juntos con amigos. Una vez salí con unos amigos y fuimos a nadar. El agua es muy fría primero pero con el tiempo se pone más fresco el agua. Es muy divertido porque puedes saltar de las rocas y nadar en la parte mas óndo. </p>,B2,3738020,60,A4770818,A group of exchange students from Mexico is coming to your school. They want to understand the trends that are currently popular in your school.Write a blog post in Spanish about what is popular in your school and community. In two well-developed^ organized paragraphs^ be sure to address the following topics:	Describe the current clothing trends in your school community. Write about what is popular for students to wear both in and outside of school.	Many communities have places where young people like to get together. Think of a place like this in your community. Tell a story about a time when you or someone you know spent time there and describe everything that happened from beginning to end.,A,1,I5,A-SE,4428,,,,2021-06-30,1-A-M+
1,ART,<p>Hola amigas!</p><p>Me encanta ver el arte en la ciudad y en la escuela. En la cuidad^ hay todo tipo de arte como graffiti^ arte callejero y exhibiciones de artistas locales. En toda la escuela^ disfuto ver las obras de arte de los estudiantes en los pastillos. Yo prefiero arte abstracto y otros tipos naturales. En todos los trenes^ edificios y garajes de automóviles se hacen graffitis. Las grafftis es muy popular entre los artistas jóvenes.</p><p>Gracias por su tiempo^ Bob Ross</p>,B2,3739295,14,G4772693,Your Spanish teacher asked you to write a post for your class blog about local art for exchange students coming to your town from Madrid.Write a blog entry in which you explain where you can see art in your town or school and what kind of art you prefer and why. Give as much information as you can.,I,1,I4,I-MF,4294,473.0,,,2021-06-30,1-I-MF
2,ART,<p>Para celebrar los estudientes de Madrid^ nosotros vamos a compartir arte a todo la escuela. Hay mucho tipo de artes que puedes mirar como ceramicas^ dibujos^ fotos^ y mas. Todos esos projectos van a estar colgados en el pasillo de la escuela para todo este mes. Mi favorito estilo de arte es el dibujo digital. No entiendo como gente aggaran el tiempo para dibujar. Yo se que yo no tengo el talento para dibujar y por eso me quedo admirada. Gracias para los estudiantes de Madrid y los estudiantes que han hecho algo para nuestra escuela.</p>,B2,3739602,44,Z4773044,Your Spanish teacher asked you to write a post for your class blog about local art for exchange students coming to your town from Madrid.Write a blog entry in which you explain where you can see art in your town or school and what kind of art you prefer and why. Give as much information as you can.,I,1,I4,I-MF,3389,143.0,4587.0,,2021-06-30,1-I-MF
3,ART,<p>¡¡Bienvenidos los estudiantes de Madrid!</p><p>Tú puedes ver arte en todos lados en mi escuela y donde vivo. Hay muchas diferentes tips de arte que quería decirle. Muchos de los estudiantes en el escuela gusta a crear su arte por digital^ en un papel^ grafiti^ unos puede ser gráficos or simplemte con letras/frases. Todo los tipos de arte son muy bien y mi comunidad siente feliz cuando se mira a que los estudiantes crean. Mi arte favorita es cuando un artístico pone frases que toca mi corazon. me hace sentir feliz y orgulloso. Un otro forme de arte que yo gusta es imagnes que ven muy realisticas. Ellos tiene mucho talento entre si mismo y es una opportunidad para ver y tocarlo. Arte es en todos lados del mundo y eso es un fabuloso cosa porque es muy duro y un poquito difícil para crear arte. ¡Tenga un bien día!</p>,B2,3741137,51,Y4775343,Your Spanish teacher asked you to write a post for your class blog about local art for exchange students coming to your town from Madrid.Write a blog entry in which you explain where you can see art in your town or school and what kind of art you prefer and why. Give as much information as you can.,I,1,I5,,4294,,,,2021-06-30,1-I-MF
4,CELEBRATIONS,<p>me gusta paza</p>,A1,3743708,29,A4779453,Your penpal from Guatemala asked you to describe how people usually celebrate their birthdays or other special events where you live.Write an email to your penpal. Describe in detail how you or your friends usually celebrate birthdays or other special events. Give examples of activities people do on their birthdays or for special events^ who celebrates with them^ and any other information about the event.,I,1,N3,I-NE,4294,,,,2021-06-30,4-I-NE
5,CELEBRATIONS,<p>En cumpleaños^ muchos perosnas comer pastels y hace divertido con amigos y familia </p>,A1,3651022,17,W4673677,Your penpal from Guatemala asked you to describe how people usually celebrate their birthdays or other special events where you live.Write an email to your penpal. Describe in detail how you or your friends usually celebrate birthdays or other special events. Give examples of activities people do on their birthdays or for special events^ who celebrates with them^ and any other information about the event.,I,1,N4,I-SE,3389,,,,2021-06-30,3-I-SE
6,TRAVEL,<p>¡Hola! Soy un estundiante que tiene un projecto en Ecuador^ y quero mas informacion de Ecoador. ¿Tiene iformacion que tu quere hablar de con mi? <br></p><p>¡Gracicas!</p><p>Marina Parrill</p>,A1,3651022,17,W4673677,For a class project you are looking up information online about visiting Ecuador. You find the contact information for a travel agent in Ecuador on a website. Send the travel agent an email to find out more information.Write the part of the email to the travel agent in which you ask many questions to find out information. Write questions that will help you learn more about visiting this country.,I,1,N4,I-SE,3389,,,,2021-06-30,2-I-MM
7,ANIMALS,,A1,3711899,18,N4742234,Your pen pal wants to get a new pet and has asked for your suggestions. Write an email making a pet recommendation for your pen pal. Describe in this email why you like the pet you are recommending. Explain positive and negative aspects of having this particular animal as a pet. ,I,1,N3,I-NE,3389,,,,2021-06-30,4-I-NE
8,ANIMALS,,A1,3713247,3,X4743583,Your pen pal wants to get a new pet and has asked for your suggestions. Write an email making a pet recommendation for your pen pal. Describe in this email why you like the pet you are recommending. Explain positive and negative aspects of having this particular animal as a pet. ,I,1,N3,I-NE,3389,,,,2021-06-30,4-I-NE
9,ANIMALS,,A1,3717851,12,T4748191,Your pen pal wants to get a new pet and has asked for your suggestions. Write an email making a pet recommendation for your pen pal. Describe in this email why you like the pet you are recommending. Explain positive and negative aspects of having this particular animal as a pet. ,I,1,N2,I-NE,4294,,,,2021-06-30,4-I-NE
16,COMMUNITY_SERVICE,<p>Hola a todos^</p><p>Un club en la escuela de Lima en Peru ha hacido muchas servicias de su comunidad y va a seguir su actividades entonces nuestro club de español va a anunciar su actividades en este momento para todos. Su primero projecta era ayudar a la gente con mucho trabajo con su mascotas entonces crearon un lugar donde la gente nos dan sus mascotas para caminar. La gente en su club caminan y jugan con las mascotas por un o dos horas y ayudan la gente en su comunidad. Un otra servicia que tienen es enseñar escribir y leer a personas analfabetas en su comunidad que he sido excelente en cualidad entonces muchas personas en su comunidad aprenden escribir y leer. Una otra servicio que tienen es limpiar los graffitis y el vandalismo en su comunidad. Su club apoya graffiti y arte urbano legal y con permiso pero no apoya grafiti ilegal. Cuando la gente en su comunidad necesitan ayuda para limpiar un mural^ dos o tres personas ir a la casa de la victima y usan agua para limpiar los murales que es usualmente 2 o 3 horas de trabajo. Hay mas ideas que tienen para ayudar su comunidad pero me gustaria mas ideas y servicios que nuestro podemos les damos^ por la tanto nos dan cada ideas que ustedes tienen por favor.</p><p>Ciao^</p><p>Club de Español</p>,A2,3744636,83,B4781354,Your Spanish club is preparing information to post on the club’s website for your sister school in Peru. The students in Peru want to know about service projects that students are doing.Write a post for the website describing the volunteer or community service activities that you or your classmates are doing. Describe the activities with lots of details. Give as much information as you can.,I,1,I4,I-SE,2278,143.0,3543.0,4587.0,2021-06-30,1-I-MF
17,ANIMALS,,A1,3725103,20,P4755827,Your pen pal wants to get a new pet and has asked for your suggestions. Write an email making a pet recommendation for your pen pal. Describe in this email why you like the pet you are recommending. Explain positive and negative aspects of having this particular animal as a pet. ,I,1,N3,I-NE,3389,,,,2021-06-30,4-I-NE
18,ANIMALS,,A1,3727131,38,L4757856,Your pen pal wants to get a new pet and has asked for your suggestions. Write an email making a pet recommendation for your pen pal. Describe in this email why you like the pet you are recommending. Explain positive and negative aspects of having this particular animal as a pet. ,I,1,N3,I-NE,3389,,,,2021-06-30,4-I-NE
19,DAILY_SCHEDULE_ROUTINE,<p>¡Hola Amigo!</p><p>yo se que mis clases son diferentes de ti. querio saber^ ¿cuantos clases tienes en un día? Yo se que yo tiene seis clases por dia. Mi favorita clase es matemáticas^ cual es tu favorita clases? Un clases para mi que es difícil para mi es la ciencas^ cual es un clase difícil para ti? ¿hay actividades que tu hace cuado tus clases termine? Para mi yo iso lucha libre pero no me gustaba mucho porque los hombres siempre pensaba que ellps necesitaba a ganar. Un otro actividad que me hace feliz es nadando. ¡Es un bien ejercicio! Te gusta a nadar? o no? y porque. Tu escuela da mucha tarea? se dice si^ ¿cuando tienes el tiempo para terminar la tarea? Yo se si tienes actividades o deportes de hacer y tambien tienes mucha tarea^ cuando duermes? yo pienso que es mucho trabajo en una sola diá. Querio saber si tu trabajas? ¿donde? </p><p>¡Gracias!<br></p>,B2,3741137,51,Y4775343,You are working on a project for your Social Studies class about the differences in schedules for teens around the world. You decide to write to your penpal in Spain to find out more about his weekly schedule.Write an email to your penpal. Ask him lots of questions to learn about what he does each week. Ask him about his school schedule and other activities that he does regularly.,I,1,I5,,4294,,,,2021-06-30,1-I-MF
20,DAILY_SCHEDULE_ROUTINE,<p>Hola amigo^ como estas? Tengo mucha preguntas para usted sobre su vida en la escuela.<br><br></p><p>A que hora empieza y termina su escuela? Como llega a su escuela? Que tipo de clase toma y porque? Que clases necesitas para graduar? Que haces despues de la escuela? Hay debortes^ y si hay^ que tipo? Tienes tiempo para trabajar y comer? A que hora te vas a dormir normalmente? Que hases los fines de semana?<br></p><p>Gracias para contestar las preguntas.</p>,B2,3739602,44,Z4773044,You are working on a project for your Social Studies class about the differences in schedules for teens around the world. You decide to write to your penpal in Spain to find out more about his weekly schedule.Write an email to your penpal. Ask him lots of questions to learn about what he does each week. Ask him about his school schedule and other activities that he does regularly.,I,1,I4,I-MF,3389,143.0,4587.0,,2021-06-30,1-I-MF
21,DAILY_SCHEDULE_ROUTINE,<p>Hola Amigo!</p><p>Estoy feliz a oì de ti. Estoy trabajando en un proyecto para la escuala sobre las diferencias en los horarios. ¿A qué hora empieza tu escuela? Mi ecuela comienza a las 9 AM y me despierto a las 7:45 AM. ¿A qué hora sale la escuela? Yo salgo de la escuela alrededor las 2:30 todos los días.  ¿Cuánto duran tus períodos de clase?Después de la escuala voy a la práctica deportiva y luego me voy a casa y hago mi tarea.  ¿Juegas deportes depués de la escuela? Tambien^ cada semana visito a mis abulos en la cuidad de Syracuse.</p><p>Hablamos luego! </p><p>Sinceramente^ Bob Ross</p>,B2,3739295,14,G4772693,You are working on a project for your Social Studies class about the differences in schedules for teens around the world. You decide to write to your penpal in Spain to find out more about his weekly schedule.Write an email to your penpal. Ask him lots of questions to learn about what he does each week. Ask him about his school schedule and other activities that he does regularly.,I,1,I4,I-MF,4294,473.0,,,2021-06-30,1-I-MF
23,FAMILY,<p>Hola amigá!</p><p>Mi familia esta muy grande! Yo tengo dos hermanas y tres hermanos. Yo tambièn tengo cuatro perros y tres gattos. Mis perros nombres son Carl^ Gary^ Buoy y Buckly y mis gattos nombres es Juanita^ James^ and Dora. Me encanta mis animales! Además^ yo tengo mis abuelos y bisabuelos. Mis abuelos son 68 y mis bisabuelos son 84. Me gustaria estar con mis abuelos porque ellos son muy comico y simpatico. Mis abuelos viven en la cuidad de Boston y yo visito mucho durante la verano y durante el otoño. Con una familia^ salimos a restaurantes y nadamos en el lago enel centro de la pueblo. </p><p>Espero visitar pronto!</p><p>Sinceramente^ Bob Ross</p>,B2,3739295,14,G4772693,Your penpal from Spain wrote you an email. She wants to know more about family life in your country.Write an email response to your penpal in which you describe how you or others spend time with family. Tell her as much as you can about the kinds of activities people enjoy doing together as a family.,I,1,I4,I-MF,4294,473.0,,,2021-06-30,1-I-MF
24,FAMILY,<p>Buenas tardes^</p><p>Para comezar^ como estas?</p><p>Mi familia esta bien^ ahorita no tenemos problemas. Todos mis hermanos se estan preparando para salir de la escuela para el verano. Mi mama se queda en la casa asiendo trabajos como cocinando comids^ lavando los trastes^ espirando los cuartos y mas. Yo tambien me estoy preparando para terminar mi escuela para siempre. Ahorita^ no asemos nada interesante pero me gustaria empezar este Junio.</p><p>Gracias para preguntar sobre mi familia^ ojala que ustedes estan bien tambien. </p>,B2,3739602,44,Z4773044,Your penpal from Spain wrote you an email. She wants to know more about family life in your country.Write an email response to your penpal in which you describe how you or others spend time with family. Tell her as much as you can about the kinds of activities people enjoy doing together as a family.,I,1,I4,I-MF,3389,143.0,4587.0,,2021-06-30,1-I-MF
25,FAMILY,<p>Hola !^</p><p>Mi Familia y yo gusta a cocinar porque es una bien idea y mi papa es un bien cocinero. Si una familia tiene hermano/a (s)^ ellos pueden jugar actividades como Fútbol Americano^ Fútbol^ tennis^ y mas! En mi familia hay mi papa^ mis hermanas^ mis perros^ y yo y con tan personas hay mucha que hacer en los Estados Unidos. Mi familia gusta viajar en otros estados como Los Angeles en California o Mami en Florida.  En Los Estados Unidos^ muchas de las familias gustan Navidad porque los padres dan mucho regalos a los ninos o amigos/a. Es un tiempo cuando todo la familia esta junta. En Mi familia todos tienemos una celular y con eso jugamos entre nosotros. Alguien ejerció que mis hermanas y yo gusta es caminar por un gran tiempo. Yo tengo un perro que se llama Lorenzo y el es muy rapido^ con el mi gusta a corre y me da mucha risa porque mi perro no salen de afuera mucho. </p><p>¡Gracias!<br></p>,B2,3741137,51,Y4775343,Your penpal from Spain wrote you an email. She wants to know more about family life in your country.Write an email response to your penpal in which you describe how you or others spend time with family. Tell her as much as you can about the kinds of activities people enjoy doing together as a family.,I,1,I5,,4294,,,,2021-06-30,1-I-MF
27,ANIMALS,,A1,3729319,13,H4760045,Your pen pal wants to get a new pet and has asked for your suggestions. Write an email making a pet recommendation for your pen pal. Describe in this email why you like the pet you are recommending. Explain positive and negative aspects of having this particular animal as a pet. ,I,1,N3,I-NE,4294,,,,2021-06-30,4-I-NE
28,ANIMALS,,A1,3730347,9,V4761073,Your pen pal wants to get a new pet and has asked for your suggestions. Write an email making a pet recommendation for your pen pal. Describe in this email why you like the pet you are recommending. Explain positive and negative aspects of having this particular animal as a pet. ,I,1,N3,I-NE,4294,,,,2021-06-30,4-I-NE
29,TRAVEL,<p>Hay muchas formas de llegar a un destino de vacaciones. Por ejemplo^ puedes usar un carro^ avión^ o tren para viajar. Pero^ para todas las formas^ hay características positivas y negativas.<br></p><p>Un carro es usualmente la forma más fácil de viajar. La mayoría de gente tiene un carro^ y puedes controlar su viaje mucho más que con otros métodos porque es tú quienes conduces. También puede ser emocionante ver las vistas de cerca en tu carro. Pero^ porque conduces^ puede ser muy agotador^ especialmente cuando intentas ir muy lejos. Además^ tienes que pagar peajes y tienes que pagar gasolina y comida. Por lo tanto^ debes usar carros para viajes más cortos. Además^ muchas personas usan aviónes para viajar a muchos lugares. Aviónes son muy buenos porque son muchos rápidos y pasajeros pueden comer comidas y beber bebidas gratises. También^ aviónes a veces tienen televisión y películas para los pasajeros^ lo que hace que el viaje sea divertido y relajante. Sin embargo^ los aviones pueden ser extremadamente caros y los asientos son estrechos. Además^ puede aburrirse o enfermarse fácilmente en un avión y puede ser difícil dormir en un vuelo largo. Aviónes son mejores para viajes a lugares muy lejanos^ como ir a un continente diferente.Algunas personas usan un tren también. Trenes puede ser convenients porque son más baratos que los aviones y aún pueden recorrer largas distancias. También^ puedes ver muchas vistas a través de las ventanas. Sin embargo^ puede resultar incómodo porque los trenes suelen tener mucha gente en ellos y asientos incómodos. El viaje también suele ser más largo que en un avión. Por esta razón^ los trenes son buenos para lugares como Europa^ donde los países están muy cerca unos de otros por lo que los aviones son innecesarios^ pero lo suficientemente lejos como para necesitar trenes. </p>,B2,3735753,52,L4767589,For your Spanish class^ you are preparing a short report on travel.  Your teacher asks you to write about the following topic below for your report. Going on vacation is so much fun^ but getting there isn’t always easy.  Describe some different ways you can get to a vacation destination.  Then^ describe what is positive or negative about each way to travel.,I,1,A,,4294,,,,2021-06-30,1-I-MF
30,TRAVEL,<p>Una vacación es muy emocionante^ pero el viaje a la destinación no es divertido o facíl. Entonces^ hay muchos maneras diferentes para viajar a un destinación de un vacación. </p><p>Primero^ muchas personas viajan de un avion. Esto es una manera para ir a una destinación. Una cosa positiva del viajar de avion es el tiempo. Tipicamente^ el avion es una manera rapído para viajar compara de otras maneras. Los aviones son muy rapídos y un viaje en el aire es más rapído de un viaje en la tierra. También es facíl. Es facil para todo sentar en un avion^ ve una película en su movíl^ y estar a su destinación. Una cosa negativa de un viaje por avion es el cuesto. Necesitas mucho dinero para comprar una silla en un avion. Specificamente el cuesto es largo cuando familías van a la avion porque necesitas pagar por muchas personas.</p><p>Una otra manera para ir a destinación de vacaciónes es por coche. Un viaje por coche tiene muchas positivas y negativas y estos depende de lo que te gusta. Por ejemplo^ una positiva de un viaje de coche es que vas a ver partes nuevas y diferentes cuando conducir por lugares diferentes en su viaje a tu destinación. Esto puede ser un negativa como una persona no le gusta o no le quiere ver lugares diferentes si no son la vacacion. Un negativa de la viaje en un coche es el tiempo. Tipacamente^ sí tú no vivas en un lugar por destinaciones de vacaciónes^ entonces el viaje en un coche puede ser largo. Esto es una negativa porque personas en el coche pueden se poner aburrido o infermo de el movimiento del coche. Pero el viaje de coche no cuesto mucho dinero sí tienes un coche.</p>,B2,3735761,58,U4767597,For your Spanish class^ you are preparing a short report on travel.  Your teacher asks you to write about the following topic below for your report. Going on vacation is so much fun^ but getting there isn’t always easy.  Describe some different ways you can get to a vacation destination.  Then^ describe what is positive or negative about each way to travel.,I,1,I5,,4294,4141.0,,,2021-06-30,1-I-MF
31,TRAVEL,<p>Hay muchas diferentes maneras en la cual puedes llegar a una destino de vacaciones. Puedes ir en avion. Por ejemplo^ yo viajo a Puerto Rico cada año a ver a la mayoria de mi familia. Viajo por avion. Lo bueno es que llegas rapido. Los negativos son que muchas veces pasajes para aviones cuestan mucho dinero. Mi pasaje este año solamente para ir a Puerto Rico fue 340 dolares. No es barato para nada. Tambien puedes pasar malas experiences con la auerolinea o en el aeuropuerto^ al igual que con las personas que se sientan al lado tuyo o en tu alrededor en el avion. Otra opcion de como puedes llegar a tu destino de vacaciones es guiando un caro^ lo positivo es que si sabes como guiar y te gusta es facil. Lo malo es si no te gusta estar ahi sentado mucho tiempo. Gastas mucho dinero porque tienes que pagar por gasolina y donde se van a quedar y lo que vas a comer si coje mucho tiempo llegar al destino. Si te vas en un autobus^ lo postivo es que no cuesta mucho dependiendo^ estas relax^ y eres un pasajero^ si a ti no te gusta guiar pues es perfecto para ti porque te llevan. Lo malo es que tambien como en un avion^ las personas al lado tuyo o cerca te pueden caer mal^ se te puede perder tus cosas^ etc. No te olvides que caminando tambien^ si te gustga caminar y quieres hacer ejercicio o bajar de peso^ esto es para ti. Si te gusta estar afuera y eres sociable^ igual. Lo negativo es que te puede cojer mucho tiempo llegar y te puedes cansar. Alguien te puede robar. Al fin^ puedes alquilar o comprar un bote para que te lleve a tu destino de tus sueños. Lo negativo es que botes cuestan mucho dinero^ no son tan economicamente disponibles para muchos. Necesitas licensia de que sabes como manejarlo. Se puede dañar^ se pueden ahogar o quedarsen en el oceano. Te puedes caer del bote. Positvos del bote es que llegas mas rapido^ es comodo y esta de moda especialmente en verano^ o epocás de vacaciones. Gracias!</p>,B2,3735741,16,M4767577,For your Spanish class^ you are preparing a short report on travel.  Your teacher asks you to write about the following topic below for your report. Going on vacation is so much fun^ but getting there isn’t always easy.  Describe some different ways you can get to a vacation destination.  Then^ describe what is positive or negative about each way to travel.,I,1,A,,3400,,,,2021-06-30,1-I-MF
32,TRAVEL,<p>Para empezar^ hay muchos tipos de viajar. Primero^ una forma es por avión. Por este^ tú necesitas compra un tiquete por el vuelvo que gusta. ¡Es muy importante para comprar una tiquete por el viaja su casa! Recuerdo su pasaporte cuando viajando. Una buena cosa de los aviónes es que muy rápido y facíl para cruzar un país entero. ¡Por otro lado^ algúnes tiquetes puede ser miles de dólares! Un otro forma de viaja es de autobús. Es crucial para investigar cuál bus va a dónde y cuándo. Este ejemplo es fantástico por viajes cortos^ pero no bueno por cruzando el mundo. Por último^ es posible ir a vacaciones por su coche personal. Es excelente cuando va a un estado vecino. Pero^ una cosa malo es una pérdida de gas. ¡El costo del esto podrÍa ser los mismo que un tiquete de un autobús o avión! En resumen^ hay muchas caminos diferentes para viajar^ pero es una buena idea para investigar cuál es derecho para tú y tú viaje.</p>,B2,3735717,61,U4767553,For your Spanish class^ you are preparing a short report on travel.  Your teacher asks you to write about the following topic below for your report. Going on vacation is so much fun^ but getting there isn’t always easy.  Describe some different ways you can get to a vacation destination.  Then^ describe what is positive or negative about each way to travel.,I,1,I4,,3400,4141.0,,,2021-06-30,1-I-MF
33,TRAVEL,<p>Hay muchas maneras de viajar^ y todas tienen sus ventajes y desventajes. Estas maneras incluye coche^ barco^ y avión^ y cada esta usado para viajar a lugares diferentes.</p><p>Primero^ voy a hablar sobre viajar por coche. Cuando estas viajando a un lugar que está cerca de su casa y solo pasa por tierra^ el coche es la manera mejora. Es muy barato porque puedes conducir con muchas personas en un coche^ y solo tienes que pagar por gasolina. Tambien^ está muy relajado porque puedes salir en cualquier hora quieres^ y puedes parar por un descanso si quieres. Pero tambien hay desventajas^ y uno es el traffico. Muchas personas usan las carreteras para ir a sus trabajos^ entonces puede ser mucho traffico cerca de las horas de 7 hasta 9 en la mañana y 4 hasta 6 por la tarde. Entonces tienes que planear alrededor del trafico. Tambien^ si tu lugar de vacaciónes están lejos de su casa^ necesitas conducir por muchas horas^ ¡y a veces muchos dias! Conducir en un coche es la mejora manera de viajar a tus vacaciónes cuando están cerca de su casa.</p><p>De ves en cuando^ necesitas tomar un barco si tus vacaciónes están en una isla. Tomas un barco special que puede llevar coches si la isla está cerca de la tierra continental y necesitas conducir cuando vas de vacaciónes. Usualmente un boleto por un barco es barato y el viaje por la agua está muy corto. Es raro que tomas un barco para viajar^ pero es necesario en algunas situaciónes.</p><p>Finalmente^ es muy comun tomar un avión a los vacaciónes. Tomas un avión si el lugar está muy lejos^ y no puedes conducir^ pero tambien si el lugar esta en otro continente. Es obvio que no puedes conducir a través de un oceano^ y no es razonable tomar un barco por muchos días. Entonces muchas personas tomar un avión porque son muy rápidos y el viaje solo dura algunas horas. Pero unas desventejas son que los boletos pueden ser muy caros^ y los aeropuertos son muy estrictos con la hora. Finalmente^ muchos de los sillas no son cómodos y no puedes disfrutar del viaje. </p>,B2,3735681,73,D4767517,For your Spanish class^ you are preparing a short report on travel.  Your teacher asks you to write about the following topic below for your report. Going on vacation is so much fun^ but getting there isn’t always easy.  Describe some different ways you can get to a vacation destination.  Then^ describe what is positive or negative about each way to travel.,I,1,A,,473,,,,2021-06-30,1-I-MF
51,SCHOOL,<p>Hola mi amigo^</p><p>Mi escuela me da una oputunidad para estudiar en un otra pais y creo que Lima de Peru es un ciudad fantastico para mi. Creo que debo vivir contigo y estudiar en tu escuela entonces puedo te pregunto cuando no se unas cosas.  Antes de mi decision final^ quiero te pregunto sobre tu escuela entonces estoy listo. Mis preguntas son: </p><p>1. ¿ Cuales son topicos que tu escuela enseña y tiene una programa para enseñar español a nuevo estudiantes de otras paises?</p><p>2. ¿ Cuales son deportes que puedo jugar en tu escuela y tiene bien lugares para ejerciciar?</p><p>3. ¿ Como es la comida en tu escuela y cuales son comidas que ofera? Me gusta tacos de carnitas y al pastor mucho^ tiene estas tacos?</p><p>4. ¿ Como son los estudiantes y maestros en tu escuela? ¿En que tipo de bario queda y tiene seguridad?</p><p>5. ¿Donde queda en relacion de tu hogar^ es lejos de tu casa o cerca de tu casa?</p><p>6. ¿Puedo quedarse contigo durante mi tiempo en Lima y si no^ la escuela tiene un dormitorio para mi?</p><p>Por favor responde a mi preguntas pronto^<br></p><p>Sasan Sedighi</p>,A2,3744636,83,B4781354,Your school is offering a study abroad trip to a school in Lima^ where your penpal lives. You decide to contact her to ask her some questions about her school before your visit.Write an email to your friend telling her why you are writing.  Ask her many questions about her school in Lima. Find out as much information as you can about her school.,I,1,I4,I-SE,2278,143.0,3543.0,4587.0,2021-06-30,1-I-MF
54,SOCIAL_LIFE,<p>El estudianted a mi escquella le gustan a jugar afera con pelotas y no queran a leer libros. <br></p>,A1,3651022,17,W4673677,Your Spanish class writes a blog that has readers in Colombia. One reader left a comment asking to learn more about the students at your school.Write a blog entry in which you describe a few of your friends or classmates in detail. Give as much information about them as you can.,I,1,N4,I-MM,3389,,,,2021-06-30,3-I-SE
55,SOCIAL_LIFE,<p>Yo amigos puqueno </p>,A1,3743708,29,A4779453,Your Spanish class writes a blog that has readers in Colombia. One reader left a comment asking to learn more about the students at your school.Write a blog entry in which you describe a few of your friends or classmates in detail. Give as much information about them as you can.,I,1,N3,I-NE,4294,,,,2021-06-30,4-I-NE
56,ANIMALS,,A1,3724319,19,E4755043,Your pen pal wants to get a new pet and has asked for your suggestions. Write an email making a pet recommendation for your pen pal. Describe in this email why you like the pet you are recommending. Explain positive and negative aspects of having this particular animal as a pet. ,I,1,N3,I-NE,3389,,,,2021-06-30,4-I-NE
57,ANIMALS,<p>Me reccomend golden retriever poruqe es loyal </p>,A1,3724355,29,W4755079,Your pen pal wants to get a new pet and has asked for your suggestions. Write an email making a pet recommendation for your pen pal. Describe in this email why you like the pet you are recommending. Explain positive and negative aspects of having this particular animal as a pet. ,I,1,N2,I-NE,3389,,,,2021-06-30,4-I-NE
