,Topic,Response,TestVersion,TestId,TotalTime,UserName,Prompt,PromptLevel,Ratingposition,FinalRating,Score,Rater1_Id,Rater2_Id,Rater3_Id,Rater4_Id,DateOfExam,MachineScore
20,ANIMALS,<p>Hola^ </p><p>usted debe ir al </p>,A1,3710558,43,U4740890,Your pen pal wants to get a new pet and has asked for your suggestions. Write an email making a pet recommendation for your pen pal. Describe in this email why you like the pet you are recommending. Explain positive and negative aspects of having this particular animal as a pet. ,I,1,N3,I-NE,3543,3389.0,,,2021-07-01,4-I-NE
21,ANIMALS,,A1,3711107,25,C4741439,Your pen pal wants to get a new pet and has asked for your suggestions. Write an email making a pet recommendation for your pen pal. Describe in this email why you like the pet you are recommending. Explain positive and negative aspects of having this particular animal as a pet. ,I,1,N3,I-NE,3389,,,,2021-07-01,4-I-NE
22,ANIMALS,<p>Hola^ pen pal.<br></p><p>Mi animal favorito es una lake turtle porque solo need tu casa sea buena. Uno grande ploblemo es if una lake turtle es on la floor y you may step on la turtle and hurt it porque una lake turtles es small.</p>,A1,3715635,28,S4745972,Your pen pal wants to get a new pet and has asked for your suggestions. Write an email making a pet recommendation for your pen pal. Describe in this email why you like the pet you are recommending. Explain positive and negative aspects of having this particular animal as a pet. ,I,1,N2,I-NE,3389,,,,2021-07-01,2-I-MM
23,ANIMALS,,A1,3722527,17,N4753247,Your pen pal wants to get a new pet and has asked for your suggestions. Write an email making a pet recommendation for your pen pal. Describe in this email why you like the pet you are recommending. Explain positive and negative aspects of having this particular animal as a pet. ,I,1,N3,I-NE,3543,,,,2021-07-01,4-I-NE
24,ANIMALS,<p>La mascota es playful^ play jugars^ la mascota can bark alot^ y </p>,A1,3730767,1,T4761493,Your pen pal wants to get a new pet and has asked for your suggestions. Write an email making a pet recommendation for your pen pal. Describe in this email why you like the pet you are recommending. Explain positive and negative aspects of having this particular animal as a pet. ,I,1,N2,I-NE,3389,,,,2021-07-01,3-I-SE
25,CAREERS,<p>Hola amiga!</p><p>Cuando tengo mas anos^ quiero ser una enfermera. Me gusta ayudar a muchas personas y tambien me gusta aprendiendo a mi cuerpo y como lo funciona. Quiero trajabar en una lugar que la temperatura es en los 70s siempre y quiero el sol. Tambien^ quiero trajabar en una hospital porque es muy emocionante y hay muchas personas en todos los lugares del hospital. Finalmente^ quiero trajabar con pacientes. Quiero |diagnose| los personas y da medicinas y ayuda a ustedes.</p>,B2,3735737,35,Q4767573,Your pen pal from Mexico wants to know what you want to do when you grow up. She sent you an email about how she loves school^ loves helping people^ and wants to teach Spanish.Write an email to your pen pal describing your dream job. Explain to her why you want to do this job. Be as specific as you can.,I,1,I4,,2278,,,,2021-07-01,2-I-MM
26,CAREERS,<p>¡Hola amiga!<br></p><p>¿Qué te pasa? ¿Estás bien? Yo leí tu corro electronico sobre porque te encanta escuela y que te gustaría ser una profesora enseñando español en el futuro. Yo tengo la misma idea^ porque me importa ayudar otras personas pero querería ser un doctor y no una profesora. Me gusta ayudar otras personas porque yo puedo encontrar amigos nuevos y aprende sobre mi comunidad y las vidas de otros. El otro razón que quiero ser un doctor es que mi tío es un doctor y su trabajo me pracece intersante^ yo aprecio el trabajo el tiene en el hospital. Además^ era una nina^ me encantaba estudiar los ciencias en la escuela. Yo leía muchos libros sobre los humanos y la medicina en mi tiempo libre y en el verano^ yo fui a un campamento para aprender sobre la medicina en un hospital. Creaba que el campamento era muy divertido. Ahora^ soy un miembro de la equio de los ciencias en mi escuela y yo continuo estudiar sobre los humanos y la medicina. De hecho^ espera que pueda ir a una escuela de medicina cuando yo termino los primeros años de la universidad. Yo sé que no es un trabajo fácil^ pero estoy preparada. </p><p>Atentamente^</p><p>Su amiga </p>,B2,3740054,20,M4774076,Your pen pal from Mexico wants to know what you want to do when you grow up. She sent you an email about how she loves school^ loves helping people^ and wants to teach Spanish.Write an email to your pen pal describing your dream job. Explain to her why you want to do this job. Be as specific as you can.,I,1,I5,,3543,,,,2021-07-01,1-I-MF
34,COMMUNICATION,,A1,3722527,17,N4753247,A new Spanish exchange student is nervous about giving his first oral presentation in class next week. He wants to know about student presentations  in your school.Write him an email telling him about the different types of presentations students make in class and what they are like.,I,1,N3,I-NE,3543,,,,2021-07-01,4-I-NE
35,COMMUNICATION,,A1,3730767,1,T4761493,A new Spanish exchange student is nervous about giving his first oral presentation in class next week. He wants to know about student presentations  in your school.Write him an email telling him about the different types of presentations students make in class and what they are like.,I,1,N2,I-NE,3389,,,,2021-07-01,4-I-NE
36,COMMUNICATION,,A1,3709222,27,B4739554,A new Spanish exchange student is nervous about giving his first oral presentation in class next week. He wants to know about student presentations  in your school.Write him an email telling him about the different types of presentations students make in class and what they are like.,I,1,N1,I-NE,3389,3947.0,,,2021-07-01,4-I-NE
37,COMMUNICATION,,A1,3710558,43,U4740890,A new Spanish exchange student is nervous about giving his first oral presentation in class next week. He wants to know about student presentations  in your school.Write him an email telling him about the different types of presentations students make in class and what they are like.,I,1,N3,I-NE,3543,3389.0,,,2021-07-01,4-I-NE
38,COMMUNICATION,,A1,3711107,25,C4741439,A new Spanish exchange student is nervous about giving his first oral presentation in class next week. He wants to know about student presentations  in your school.Write him an email telling him about the different types of presentations students make in class and what they are like.,I,1,N3,I-NE,3389,,,,2021-07-01,4-I-NE
39,COMMUNICATION,,A1,3715635,28,S4745972,A new Spanish exchange student is nervous about giving his first oral presentation in class next week. He wants to know about student presentations  in your school.Write him an email telling him about the different types of presentations students make in class and what they are like.,I,1,N2,I-NE,3389,,,,2021-07-01,4-I-NE
40,COMMUNICATION,<p>Hola (nombre)</p><p>Tu nicicito no tengo nervioso porque es muy facil es tu practuque en tu famila o tu amigos. Yo presentar con mi amigo en diferente casas y es muy baja y siplemente y tu?</p><p>Adios^</p><p>Lucas</p>,A1,3746968,27,Z4787645,A new Spanish exchange student is nervous about giving his first oral presentation in class next week. He wants to know about student presentations  in your school.Write him an email telling him about the different types of presentations students make in class and what they are like.,I,1,N4,I-SE,3400,,,,2021-07-01,2-I-MM
41,DIRECTIONS,<p>Estimado amigo^</p><p>Espera que su viaje en los Estados Unidos esté bien^ hay muchos coasa que hacer en nuestra escuala. Por ejemplo^ tomando un libro de la bibliotecha. El proceso es la misma en los todos de los Estados Unidos^ y si aprendes tomar un libro de la bibliotecha^ tú puedes visitar un otro bibliotecha y hace la misma. Primero^ tú necesitas ir a la bibliotecaria y pierde por un tarjeta de biblioteca. La bibliotecaria pierda por un correo electrónico y número de teléfono^ y tú necesitas escribir los detalles para la bibliotecaria recibir su tarjeta. Cuando tú recibes su tarjeta de biblioteca^ puedes escoger los libros quieres leer. Finalmente^ necesitas dar los libros a la bibliotecaria así que la bibliotecaria puede escribir la fecha cuando tú necesitas regreso los libros. Espera que lo ayude.<br></p><p><br></p><p>Atentamente^ Su amigo</p>,B2,3740054,20,M4774076,You are emailing an exchange student from Costa Rica who is new to your school. This student loves to read and wants to know how to borrow books from a library.Write an email in which you explain how to check out books from a library. Be as specific as you can and include details and instructions that will help the new exchange student check out books and use the library.,I,1,I5,,3543,,,,2021-07-01,1-I-MF
42,DIRECTIONS,<p>Hola companero^</p><p>Voy a ayudarte con como obtener un libro de la biblioteca en nuestro escuela. Primero^ escoge para el libro que quiere. Entonces^ llegue su libro a la mesa que es para obtener libros^ peliculas^ libros de audio^ etc. Pon su libro en la mesa para la mesa puede leer la |barcode|. Finalmente^ colecta la receta y estas completa. Buen trabajo.</p><p>Adios.</p>,B2,3735737,35,Q4767573,You are emailing an exchange student from Costa Rica who is new to your school. This student loves to read and wants to know how to borrow books from a library.Write an email in which you explain how to check out books from a library. Be as specific as you can and include details and instructions that will help the new exchange student check out books and use the library.,I,1,I4,,2278,,,,2021-07-01,2-I-MM
54,POP_CULTURE,<p>Hola (Nombre)^</p><p>un vidieojuego muy popular en mi escuela es Call of Duty yo no se pourque para es muy popular e es un vidieojuego tu juge co tu amigos y yo no se mucho porque yo no jugo Call of Duty porque es no dirvertido para yo. </p><p>Adios^</p><p>Lucas</p>,A1,3746968,27,Z4787645,Your pen pal from Barcelona wrote you a letter and describes the toy^ |Fidget Spinner^| that is very popular in her school at the moment. It is very distracting^ but everyone loves it. She asked you to tell her about something that is very popular in your school or community right now.Write an email in Spanish to your pen pal and describe something that is very popular in your school or community at the moment. Describe it with as much detail as you can and explain why you think it is so popular.,I,1,N4,I-MM,3400,,,,2021-07-01,2-I-MM
55,POP_CULTURE,,A1,3709222,27,B4739554,Your pen pal from Barcelona wrote you a letter and describes the toy^ |Fidget Spinner^| that is very popular in her school at the moment. It is very distracting^ but everyone loves it. She asked you to tell her about something that is very popular in your school or community right now.Write an email in Spanish to your pen pal and describe something that is very popular in your school or community at the moment. Describe it with as much detail as you can and explain why you think it is so popular.,I,1,N1,I-NE,3389,3947.0,,,2021-07-01,4-I-NE
56,POP_CULTURE,,A1,3710558,43,U4740890,Your pen pal from Barcelona wrote you a letter and describes the toy^ |Fidget Spinner^| that is very popular in her school at the moment. It is very distracting^ but everyone loves it. She asked you to tell her about something that is very popular in your school or community right now.Write an email in Spanish to your pen pal and describe something that is very popular in your school or community at the moment. Describe it with as much detail as you can and explain why you think it is so popular.,I,1,N3,I-NE,3543,3389.0,,,2021-07-01,4-I-NE
57,POP_CULTURE,,A1,3711107,25,C4741439,Your pen pal from Barcelona wrote you a letter and describes the toy^ |Fidget Spinner^| that is very popular in her school at the moment. It is very distracting^ but everyone loves it. She asked you to tell her about something that is very popular in your school or community right now.Write an email in Spanish to your pen pal and describe something that is very popular in your school or community at the moment. Describe it with as much detail as you can and explain why you think it is so popular.,I,1,N3,I-NE,3389,,,,2021-07-01,4-I-NE
58,POP_CULTURE,<p>Hola^ pen pal</p><p>Mas popular thing es |minecraft| porque there es una update</p>,A1,3715635,28,S4745972,Your pen pal from Barcelona wrote you a letter and describes the toy^ |Fidget Spinner^| that is very popular in her school at the moment. It is very distracting^ but everyone loves it. She asked you to tell her about something that is very popular in your school or community right now.Write an email in Spanish to your pen pal and describe something that is very popular in your school or community at the moment. Describe it with as much detail as you can and explain why you think it is so popular.,I,1,N2,I-NE,3389,,,,2021-07-01,3-I-SE
59,POP_CULTURE,,A1,3722527,17,N4753247,Your pen pal from Barcelona wrote you a letter and describes the toy^ |Fidget Spinner^| that is very popular in her school at the moment. It is very distracting^ but everyone loves it. She asked you to tell her about something that is very popular in your school or community right now.Write an email in Spanish to your pen pal and describe something that is very popular in your school or community at the moment. Describe it with as much detail as you can and explain why you think it is so popular.,I,1,N3,I-NE,3543,,,,2021-07-01,4-I-NE
60,POP_CULTURE,,A1,3730767,1,T4761493,Your pen pal from Barcelona wrote you a letter and describes the toy^ |Fidget Spinner^| that is very popular in her school at the moment. It is very distracting^ but everyone loves it. She asked you to tell her about something that is very popular in your school or community right now.Write an email in Spanish to your pen pal and describe something that is very popular in your school or community at the moment. Describe it with as much detail as you can and explain why you think it is so popular.,I,1,N2,I-NE,3389,,,,2021-07-01,4-I-NE
63,TRAVEL,<p>Me gustaría visitar muchos lugares en el futuro pero ahora no tengo mucho tiempo para un viaje. Sin embargo^ hay muchas maneras para cuando tú quieres viajar a otro lugar. Por ejemplo^ las personas pueden ir a un avión para un lugar largo. Cuando ir a un avion^ es muy lleno y no espacio para relajarse durante el viaje. Ademas^ los trabajadores pueden perder sus maletas en el aeropuerto y los boletos para un avión no son baratos^ cuestan mucho dinero. Pero el avión es muy rapido y puede cruzar el océano a otros países. Una otra manera de viajar es un carro. Si tú usa su carro para un viaje^ lo cuesta menos dinero que un avión y tú no tienes precoupar sobre compartiendo el espacio con otras personas. En cambio^ el carro es muy lento de un avión y un viaje con un carro toma mucho tiempo de un avión y un carro es solomente para los viajes que no cruza el océano. En mi opinion^ si el viaje no cruza el océano^ yo quiero tomar un tren porque es más rapido de un carro y tiene otros beneficios^ como mucho comida y un lugar para dormir. <br></p>,B2,3740054,20,M4774076,For your Spanish class^ you are preparing a short report on travel.  Your teacher asks you to write about the following topic below for your report. Going on vacation is so much fun^ but getting there isn’t always easy.  Describe some different ways you can get to a vacation destination.  Then^ describe what is positive or negative about each way to travel.,I,1,I5,,3543,,,,2021-07-01,1-I-MF
64,TRAVEL,<p>Me gusta vacacion. Hay muchas paises y lugares para viajar a ver. Tambien^ para llegar a estos lugares es idea dificultado. Hay muchas maneras para llegar a su destinacion. Tres modes de transportacion son de carro^ de avion^ o de barco.</p><p>Primero^ hay muchas advantajas y desadvantajas para viajando a un carro. Una advantaja es las personas en el carro controlan el |speed|^ la musica^ la temperatura^ si hay paradas de relajarse^ etc. En otras modes de transportacion^ estos opciones no occuren. Una desadvantaja de esto es hay trafico por muchos miles^ entonces^ la viaje en el carro tiene mucho mas tiempo.</p><p>Segundo: el avion. Recentamente^ fui a una isla en una avion. Me gusta los aviones porque no necesita controlar ningun y hay mucho paz en una avion. Tambien^ el avion tiene comida y bebidas que no son muy delicioso^ pero despues^ su estomogo es llena. Una negativa de aviones es algunas personas tiene enfemos cuando ustedes en un avion y es muy malo.</p><p>Finalmente^ puede toma un barco. Barcos son muy eficiento. En la agua^ hay trafico casi nunca. Una desadvantaja es que los barcos no son rapidas.</p>,B2,3735737,35,Q4767573,For your Spanish class^ you are preparing a short report on travel.  Your teacher asks you to write about the following topic below for your report. Going on vacation is so much fun^ but getting there isn’t always easy.  Describe some different ways you can get to a vacation destination.  Then^ describe what is positive or negative about each way to travel.,I,1,I4,,2278,,,,2021-07-01,1-I-MF
27,CITY_TOWN,<p>Hola (nobre)^</p><p>un area interesante es el bibloteca porque es 236 años y contienen un colection de libros muy grande. y un otro area interesante es el mueso de whaling porque es muy interesante.</p><p>Adios^</p><p>Lucas</p>,A1,3746968,27,Z4787645,A teacher from Guadalajara will be visiting your school. He will be in town for only 3 days. He wants to visit interesting places in your town. Write an email to the teacher^ including appropriate greeting and closing to your message. Provide information about things to do in different^ popular places in your town. ,N,1,N4,,3400,,,,2021-07-01,N-MF
28,CITY_TOWN,<p>Hola^ Mr. or Ms.</p><p>Popular places es la cenna^ la plaza y libeary.</p><p>Adios^ Latrice</p>,A1,3715635,28,S4745972,A teacher from Guadalajara will be visiting your school. He will be in town for only 3 days. He wants to visit interesting places in your town. Write an email to the teacher^ including appropriate greeting and closing to your message. Provide information about things to do in different^ popular places in your town. ,N,1,N2,N-SE,3389,,,,2021-07-01,N-SE
29,CITY_TOWN,,A1,3711107,25,C4741439,A teacher from Guadalajara will be visiting your school. He will be in town for only 3 days. He wants to visit interesting places in your town. Write an email to the teacher^ including appropriate greeting and closing to your message. Provide information about things to do in different^ popular places in your town. ,N,1,N3,N-NE,3389,,,,2021-07-01,N-NE
30,CITY_TOWN,<p>Hola Senor^ Bienviendo a Maryland! usted debe ir al Museo de Historia Negra Reginald F Lewis en Baltimore^ Y usted debe ir al Inner Harbor.</p>,A1,3710558,43,U4740890,A teacher from Guadalajara will be visiting your school. He will be in town for only 3 days. He wants to visit interesting places in your town. Write an email to the teacher^ including appropriate greeting and closing to your message. Provide information about things to do in different^ popular places in your town. ,N,1,N3,N-MF,3543,3389.0,,,2021-07-01,N-MF
31,CITY_TOWN,,A1,3709222,27,B4739554,A teacher from Guadalajara will be visiting your school. He will be in town for only 3 days. He wants to visit interesting places in your town. Write an email to the teacher^ including appropriate greeting and closing to your message. Provide information about things to do in different^ popular places in your town. ,N,1,N1,N-NE,3389,3947.0,,,2021-07-01,N-NE
32,CITY_TOWN,<p>Hola mi llamo es Zahir y You should go to ir al playa y mall.</p><p>Adios^ Amigo!</p>,A1,3730767,1,T4761493,A teacher from Guadalajara will be visiting your school. He will be in town for only 3 days. He wants to visit interesting places in your town. Write an email to the teacher^ including appropriate greeting and closing to your message. Provide information about things to do in different^ popular places in your town. ,N,1,N2,N-SE,3389,,,,2021-07-01,N-SE
33,CITY_TOWN,<p>Hola me llamo Rachell como estas^ </p>,A1,3722527,17,N4753247,A teacher from Guadalajara will be visiting your school. He will be in town for only 3 days. He wants to visit interesting places in your town. Write an email to the teacher^ including appropriate greeting and closing to your message. Provide information about things to do in different^ popular places in your town. ,N,1,N3,N-SE,3543,,,,2021-07-01,N-SE
45,FAMILY,<p>Hola (nombre)^</p><p>Mi nombre es Lucas Harder^ me encanta hacer deportes de aquatico pero es dificil. mi Padre's nombre es Grant Harder ello encata documetarios y el vidieojuego 2048 en ello telefono^ mi madre's nobre es Lisa Grossman y ella enanta mirar la tele y ella es trabaja mucho.</p><p>Adios^ </p><p>Lucas Harder</p>,A1,3746968,27,Z4787645,An exchange student from Buenos Aires is going to be staying with your family for two weeks over the summer. He wants to know more about your family and your home.Write a letter to the exchange student. Tell him about your family members and where you live. Give your family members’ names and ages^ and write a short description of them. Be sure to use an appropriate greeting and closing in your letter.,N,1,N4,,3400,,,,2021-07-01,N-MF
46,FAMILY,<p>Hola^ mi mama nombre y age es Ashanti^ 30 mi papa es Dushuan^ 33 mi borther es Latrelle^ 4 y mi sister es Latia^ 1. Mi mama te gusta leer. Mi papa te gusta juger videojagos. Mi brother te gusta juger desporte. Mi sister te gusta watching teliveson. Adios^ Latrice</p>,A1,3715635,28,S4745972,An exchange student from Buenos Aires is going to be staying with your family for two weeks over the summer. He wants to know more about your family and your home.Write a letter to the exchange student. Tell him about your family members and where you live. Give your family members’ names and ages^ and write a short description of them. Be sure to use an appropriate greeting and closing in your letter.,N,1,N2,N-MF,3389,,,,2021-07-01,N-MF
47,FAMILY,<p>Hola^ Me llamo Sufayer Yo tengo 13 anos.  Mi favorita comica es fruita</p><p>Mi madre es 35 anos. Mi madre favorita colour es violeta. Mi madre es amable. Mi madres cabello es negro.</p><p>Mi padre es 40 anos. Mi padres favorita comica es de arroz. Mi padre es alto. MI padres cabello es negro.</p><p>Mi hermana es 12 anos. Mi  hermana favorita colour es negro. Mi hermana es corto. </p><p>Mi hermano es 9 anos. Mi hermana favorita la television y minecraft. Mi hermano es corto y cabello es negro.</p><p>Mi perros nombre es Sky. Sky es 1 anos. Sky es a Yellow lab. Sky favorita la jugar deportes (fetch)  Sky no favorita la vegtales.</p><p><br></p><p><br></p>,A1,3711107,25,C4741439,An exchange student from Buenos Aires is going to be staying with your family for two weeks over the summer. He wants to know more about your family and your home.Write a letter to the exchange student. Tell him about your family members and where you live. Give your family members’ names and ages^ and write a short description of them. Be sure to use an appropriate greeting and closing in your letter.,N,1,N3,N-MF,3389,,,,2021-07-01,N-MF
48,FAMILY,<p>Hola^ mi llama Amaya. Vivo en Baltimore^ Maryland con mi madre^ sobrino^ hermana y hermano. Mi madre llama es Robyn ella tiene 44 anos. Mi madres piel es marron y su pelo marron y rubia. Mi sobrino llama es Jayce ello tiene 1 anos^ Jayce es pequeno y piel es marron^ su pelo es marron. Y la encanta dormir. Mi hermana llama es Mani ella tiene 21 anos. Mi hermanas piel es negro y su pelo negro^ La encanta trabajo. Mi hermano llama es Brandon ello tiene 26 anos. Mi hermanos piel es marron y su pelo negro y bajo. Y la encanta dormir. Adios amigo y bienviendo a mi casa y familia. </p>,A1,3710558,43,U4740890,An exchange student from Buenos Aires is going to be staying with your family for two weeks over the summer. He wants to know more about your family and your home.Write a letter to the exchange student. Tell him about your family members and where you live. Give your family members’ names and ages^ and write a short description of them. Be sure to use an appropriate greeting and closing in your letter.,N,1,N3,N-MF,3543,3389.0,,,2021-07-01,N-MF
49,FAMILY,<p>Hola como stas mi nombre Briyell en mi casa salo samos 3 mi mamá^ mi papá y yo. Mi papá es tall and 34 years old yo mi mamá is short and 30 years old. im kinda tll and 13 years old.</p>,A1,3709222,27,B4739554,An exchange student from Buenos Aires is going to be staying with your family for two weeks over the summer. He wants to know more about your family and your home.Write a letter to the exchange student. Tell him about your family members and where you live. Give your family members’ names and ages^ and write a short description of them. Be sure to use an appropriate greeting and closing in your letter.,N,1,N1,N-MM,3389,3947.0,,,2021-07-01,N-MM
50,FAMILY,<p>Hola^ mi llamo es Zahir y yo live in Baltimore^ Maryland. Mi mama es 35 anos y her llamo es Laneese y she is outgoing. Mi hermana es Gernee y she es 3 anos^ she likes to comida.</p><p>Adios^ Amigo!</p>,A1,3730767,1,T4761493,An exchange student from Buenos Aires is going to be staying with your family for two weeks over the summer. He wants to know more about your family and your home.Write a letter to the exchange student. Tell him about your family members and where you live. Give your family members’ names and ages^ and write a short description of them. Be sure to use an appropriate greeting and closing in your letter.,N,1,N2,N-MM,3389,,,,2021-07-01,N-MF
51,FAMILY,<p>Hola  como estas^ estoy ansiosa de conocerte ^ Nosotros vivimos en Maryland en un apartamento y en mi familia somos  cuartro ^ Mi mama se llama Flor y mi papa se llama Jose ^ mi mama tiene cuarenta y mi papa tiene cuarenta tambien los dos le encanta cosinar te va encantar la comieda Mexicana que hacen y tengo una hermana dos anos mayor  que yo ella se llama Natalia y tiene quince anos^ Nos gusta ir a pescar y ir a camping^ estoy segura que te gustara estar con nosotros^asta pronto.</p><p><br></p>,A1,3722527,17,N4753247,An exchange student from Buenos Aires is going to be staying with your family for two weeks over the summer. He wants to know more about your family and your home.Write a letter to the exchange student. Tell him about your family members and where you live. Give your family members’ names and ages^ and write a short description of them. Be sure to use an appropriate greeting and closing in your letter.,N,1,N3,N-MF,3543,,,,2021-07-01,N-MF
65,WEATHER,<p>Hola (nombre)^</p><p>mi seaon favorita es novio porque es muy frio y yo encanta frio. yo encanta sleding porque es muy divertido.</p>,A1,3746968,27,Z4787645,In her last email^ your pen pal wrote about the weather where she lives and what she likes to do in the different seasons.Reply to her email and tell her about your favorite weather or seasons.  Make sure to describe the activities you like to do during that kind of weather or season.,N,1,N4,,3400,,,,2021-07-01,N-MF
66,WEATHER,<p>Hola^ pen pal.</p><p>Mi weather es sunny y I live in baltimore^ maryland. Mi favorito season es summer becuase of la playa.</p>,A1,3715635,28,S4745972,In her last email^ your pen pal wrote about the weather where she lives and what she likes to do in the different seasons.Reply to her email and tell her about your favorite weather or seasons.  Make sure to describe the activities you like to do during that kind of weather or season.,N,1,N2,N-SE,3389,,,,2021-07-01,N-SE
67,WEATHER,<p>Hola^</p><p>Mi favorita es la primavera porque es no mucho frio y no mucho caliente. Mi favorita es la primavera porque jugar deporte.</p><p>Mi favorita la animales y mucho rana y venado y pajaro. Mi pollo favorita la primavera porque mucho comica.</p>,A1,3711107,25,C4741439,In her last email^ your pen pal wrote about the weather where she lives and what she likes to do in the different seasons.Reply to her email and tell her about your favorite weather or seasons.  Make sure to describe the activities you like to do during that kind of weather or season.,N,1,N3,N-MF,3389,,,,2021-07-01,N-MF
68,WEATHER,<p>mi favorita estacion es el invierno porque me gusta jugar afuera con amigos y familia. Y mi cumpleanos es el 8 de enero. Mi clima favorita est nublado porque no hace caliente o frio fuera y su la perfecto hora a jugar fuera con amigos y mi prima Ayjah.</p>,A1,3710558,43,U4740890,In her last email^ your pen pal wrote about the weather where she lives and what she likes to do in the different seasons.Reply to her email and tell her about your favorite weather or seasons.  Make sure to describe the activities you like to do during that kind of weather or season.,N,1,N3,N-MF,3543,3389.0,,,2021-07-01,N-MF
69,WEATHER,<p>hola mi faverito season is spring because its not to hot and not to cold. I like to go outside with my mom and get some freash air. Adios</p>,A1,3709222,27,B4739554,In her last email^ your pen pal wrote about the weather where she lives and what she likes to do in the different seasons.Reply to her email and tell her about your favorite weather or seasons.  Make sure to describe the activities you like to do during that kind of weather or season.,N,1,N1,N-NE,3389,3947.0,,,2021-07-01,N-NE
70,WEATHER,<p>during summertime yo mi gusta ir la playa y relax.</p>,A1,3730767,1,T4761493,In her last email^ your pen pal wrote about the weather where she lives and what she likes to do in the different seasons.Reply to her email and tell her about your favorite weather or seasons.  Make sure to describe the activities you like to do during that kind of weather or season.,N,1,N2,N-MM,3389,,,,2021-07-01,N-MM
71,WEATHER,<p>Mi favorita temporada es verano porque me encanta salir con mi familia y amigos^ en el verano vamos a bastantes lugares como la palya y al rio tamvbien con mi familia todos los anos vamos de viaje a un lugar este veano creo que vamos ir a Gutemala y Mexico tambien me encanta el verano porque el clima es bueno. En el invrierno vamos a una monana y los deslisamos ayi tambien estamos en casa o jugamos en la nieve con mi vesino. En la primavera me gusta ir al rio para nadar y me gusta ir a caminar con mi familia. En otonio es mi cumplanos  me gusta aser una fiesta porque me encantan los regalos tambien me gusta ir a jugar con las ojas y tomarme fotos con las ojas.A mi me encanta toda las temporada </p>,A1,3722527,17,N4753247,In her last email^ your pen pal wrote about the weather where she lives and what she likes to do in the different seasons.Reply to her email and tell her about your favorite weather or seasons.  Make sure to describe the activities you like to do during that kind of weather or season.,N,1,N3,N-MF,3543,,,,2021-07-01,N-MF
